Id,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
14657,oakleigh,3166,20151212,WkEnd,SDay,WrkngDy,sold,4,3,2,64,30,48,Y,N,Y,N,98,59,733,1960,1,0,NA,NA,NA,NA,10.1,18.3,2,21,0.6,0.2,1.4,0.48,800000,1060000,731,15.2,NrlyLvl,897333,826000,1600000,860000
14658,oakleigh,3166,20141122,WkEnd,SDay,WrkngDy,sold,3,1,2,65,21,47,Y,N,Y,N,98,59,679,1950,1,1,NA,520,NA,2016,12.9,31,0,20.3,1.4,0.4,0.9,5.24,1120000,1510000,660,NA,NrlyLvl,1076667,1030000,1120000,870000
14681,hughesdale,3166,20150625,WkDay,ThDay,WrkngDy,sold,4,3,2,52,50,46,Y,N,Y,Y,70,43.5,223,1940,1,0,NA,NA,NA,NA,9.6,14,0,19.3,0.5,0.7,0.3,0.53,925000,1230000,701,15.3,NrlyLvl,1148000,1080000,1100000,930000
14683,hughesdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,3,2,2,66,31,42,N,N,N,N,70,43.5,732,1976,4,1,630000,210,2010,2003,11.6,22.2,0,19.8,0.9,0.4,2.5,NA,880000,1170000,733,16.3,NrlyLvl,1313000,1240000,1420000,925000
14685,huntingdale,3166,20170722,WkEnd,SDay,WrkngDy,sold,3,2,2,55,37,47,N,N,Y,N,59.5,16.5,349,1995,1,4,NA,370,NA,2010,5.4,12.4,0,20.9,1.7,1.2,2,0.67,840000,1420000,930,NA,GntlyInclnd,863333,1120000,997000,910000
14688,huntingdale,3166,20160903,WkEnd,SDay,WrkngDy,sold,3,2,2,67,32,48,Y,N,Y,N,59.5,16.5,602,1950,4,0,542500,NA,2009,NA,10,15.7,0.2,21.2,0.2,0.2,1.3,0.6,925000,1230000,603,18.1,NrlyLvl,1084333,960000,1100000,941000
14689,huntingdale,3166,20160604,WkEnd,SDay,WrkngDy,sold,3,1,2,57,39,48,Y,N,Y,N,59.5,16.5,652,1976,4,0,98550,NA,1992,NA,9.8,13.4,6.2,21,1.8,0.7,0.8,0.66,975000,1290000,655,19.9,NrlyLvl,1076667,960000,1100000,920000
14690,huntingdale,3166,20160416,WkEnd,SDay,WrkngDy,sold,3,1,2,55,37,47,Y,N,Y,N,59.5,16.5,602,1950,1,0,NA,NA,NA,NA,14,20.3,0,21.1,2.4,1.1,2.2,0.71,975000,1290000,598,18.1,NrlyLvl,1055000,1100000,1200000,936000
14691,huntingdale,3166,20151130,WkDay,MDay,WrkngDy,sold,3,1,1,70,29,46,N,N,N,N,59.5,16.5,730,1980,1,0,NA,NA,NA,NA,10,32.2,0,21,0.7,1.3,2.2,0.84,925000,1230000,733,16.5,NrlyLvl,1162296,960000,997000,910000
14692,huntingdale,3166,20151008,WkDay,ThDay,WrkngDy,sold,3,1,2,55,37,47,Y,N,Y,Y,59.5,16.5,338,1950,2,1,285000,320,2002,2007,7.6,18.6,0,20.7,0.9,0.4,0.8,0.48,925000,1230000,674,20.4,GntlyInclnd,969000,455000,1150000,936000
14693,huntingdale,3166,20150711,WkEnd,SDay,WrkngDy,sold,3,1,1,57,39,48,Y,N,Y,Y,59.5,16.5,233,1975,1,0,NA,NA,NA,NA,10.9,13.1,0.2,20.7,0.9,0.3,0.7,0.41,1030000,1360000,702,21.4,NrlyLvl,806667,997000,1100000,922000
14695,oakleigh,3166,20160625,WkEnd,SDay,WrkngDy,sold,3,1,2,68,26,44,Y,N,Y,N,98,59,553,1935,1,0,NA,NA,NA,NA,5.6,12.7,2,20,0.3,0.3,1,0.85,975000,1290000,550,18.6,NrlyLvl,1051000,1120000,1220000,908000
14697,oakleigh,3166,20151107,WkEnd,SDay,WrkngDy,sold,2,1,2,79,15,41,Y,N,N,N,98,59,545,1980,1,1,NA,430,NA,2017,11.9,16.8,1.2,19.9,1.1,0.6,1.3,1.15,840000,1720000,560,15.5,NrlyLvl,1091000,1100000,1050000,945000
14698,oakleigh,3166,20151024,WkEnd,SDay,WrkngDy,sold,3,1,1,82,14,33,N,N,N,N,98,59,682,1995,3,3,195000,280,2000,2009,9.2,19.5,0,20.4,0.063,0.063,1.3,3.41,975000,1290000,681,15,NrlyLvl,1192296,950000,970000,950000
14699,oakleigh,3166,20151017,WkEnd,SDay,WrkngDy,sold,3,2,2,63,30,36,Y,N,Y,N,98,59,619,1930,4,1,132000,690,1994,2017,11.5,20.5,0,19.8,0.7,0.7,0.4,0.9,815000,1740000,625,NA,NrlyLvl,1388333,1480000,985000,900000
14700,oakleigh,3166,20150912,WkEnd,SDay,WrkngDy,sold,3,2,2,65,21,47,Y,Y,Y,Y,98,59,723,1920,5,0,788000,NA,2012,NA,12.2,21.7,0,20.5,1.3,0.03,0.9,5.3,800000,1360000,728,13.8,NrlyLvl,1091667,1030000,890000,950000
14701,oakleigh,3166,20150905,WkEnd,SDay,WrkngDy,sold,3,2,2,63,30,36,N,N,Y,Y,98,59,543,1920,4,0,430135,NA,2003,NA,10.2,14,0,20.1,0.2,0.2,0.3,0.75,830000,1420000,540,15.2,NrlyLvl,1224000,960000,1120000,945000
14702,oakleigh,3166,20150820,WkDay,ThDay,WrkngDy,sold,2,1,1,65,21,47,N,N,N,N,98,59,566,1950,2,0,86500,NA,1987,NA,6.1,17.1,0,20.3,1.3,0.2,1.2,5.39,975000,1290000,563,15.8,NrlyLvl,1148733,1090000,840000,932000
14703,oakleigh,3166,20150730,WkDay,ThDay,WrkngDy,sold,3,1,2,82,14,33,Y,N,Y,N,98,59,676,1980,1,0,NA,NA,NA,NA,8.6,12.3,0,20.2,0.3,0.3,1.5,0.65,975000,1290000,672,16,GntlyInclnd,1192296,950000,970000,905000
14704,oakleigh,3166,20150725,WkEnd,SDay,WrkngDy,sold,2,1,1,66,22,42,Y,N,Y,N,98,59,543,1979,2,3,180000,330,1999,2015,9.4,13.3,0.8,20.5,0.2,0.2,0.4,0.9,1030000,1360000,537,15.2,NrlyLvl,1094333,1100000,1420000,930000
14706,oakleigh,3166,20150627,WkEnd,SDay,WrkngDy,sold,2,1,1,64,30,48,N,N,N,N,98,59,701,1955,1,0,NA,NA,NA,NA,8,14.1,0,20.9,1.4,0.3,1.3,0.52,1030000,1360000,700,15.3,NrlyLvl,1025167,1100000,1260000,910000
14707,oakleigh,3166,20150530,WkEnd,SDay,WrkngDy,sold,3,2,1,64,30,48,Y,N,N,N,98,59,583,2015,1,0,NA,NA,NA,NA,11,17.3,0,20.7,0.8,0.5,1.2,0.75,1180000,1580000,587,14,NrlyLvl,797333,1120000,878000,912000
14708,oakleigh,3166,20150418,WkEnd,SDay,WrkngDy,sold,3,1,2,66,22,42,Y,N,Y,N,98,59,543,1980,4,4,293000,450,2002,2011,13.5,21.9,3.6,20.6,2,0.5,1.3,0.76,1030000,1360000,543,15.2,NrlyLvl,806667,960000,1100000,918000
14710,oakleigh,3166,20140918,WkDay,ThDay,WrkngDy,sold,4,2,2,68,26,44,Y,Y,Y,N,98,59,585,1983,3,0,95000,NA,1987,NA,8,13.5,0.6,19.6,0.6,0.2,0.8,0.92,1180000,1580000,580,13.6,NrlyLvl,1311667,1080000,385000,937500
14730,hughesdale,3166,20150414,WkDay,TuDay,WrkngDy,sold,3,1,2,66,31,42,N,N,N,N,70,43.5,758,1976,7,1,700000,380,2007,2010,10.5,24.7,1.6,20.4,0.6,0.5,1.8,0.29,1080000,1430000,771,16.4,NrlyLvl,1291500,1350000,1420000,900000
14731,hughesdale,3166,20150214,WkEnd,SDay,WrkngDy,sold,3,2,1,55,44,47,N,N,Y,N,70,43.5,543,1980,3,0,187250,NA,1995,NA,19,25.1,19.6,19.9,0.2,0.2,1,NA,1370000,1830000,543,16.3,NrlyLvl,1374333,1590000,1160000,900000
14749,huntingdale,3166,20160511,WkDay,WDay,WrkngDy,sold,2,1,1,70,29,46,Y,N,N,N,59.5,16.5,604,1980,2,0,123000,NA,1998,NA,12.2,17.4,0.2,21.4,0.9,0.8,1.7,0.97,975000,1290000,603,15.2,NrlyLvl,1047233,1240000,1260000,900000
14750,huntingdale,3166,20140603,WkDay,TuDay,WrkngDy,sold,3,2,2,55,37,47,Y,Y,Y,Y,59.5,16.5,622,1960,3,0,310000,NA,2005,NA,12.1,16.3,3.4,21.1,2.3,1.2,2.2,0.72,1080000,1430000,622,18.9,NrlyLvl,1271667,1120000,997000,900000
14754,oakleigh,3166,20160319,WkEnd,SDay,WrkngDy,sold,3,1,3,79,15,41,Y,N,Y,N,98,59,542,1950,3,0,800000,NA,2014,NA,12,18.8,5.8,20,0.2,0.3,1.2,5.22,975000,1290000,553,15.9,NrlyLvl,1094333,1420000,1220000,950000
14755,oakleigh,3166,20150611,WkDay,ThDay,WrkngDy,sold,5,2,4,74,23,44,N,N,N,N,98,59,547,1982,1,0,NA,NA,NA,NA,5.7,14,nan,20.7,0.9,0.4,1.1,0.88,830000,1360000,555,13.5,NrlyLvl,1455000,960000,1120000,916000
14756,oakleigh,3166,20150508,WkDay,FDay,WrkngDy,sold,4,2,1,63,30,36,N,N,Y,N,98,59,543,1950,1,0,NA,NA,NA,NA,10.5,15.9,0.2,20.2,0.2,0.2,0.1,0.67,1180000,1580000,553,15.6,NrlyLvl,1215000,1480000,1740000,945000
14757,oakleigh,3166,20150316,WkDay,MDay,WrkngDy,sold,3,1,1,68,26,44,N,N,N,N,98,59,592,1920,2,0,900000,NA,2015,NA,10.5,25.5,0,19.9,0.6,0.5,0.5,1.01,1300000,1740000,594,14.9,NrlyLvl,1388333,1080000,1100000,900000
14759,oakleigh,3166,20140628,WkEnd,SDay,WrkngDy,sold,3,2,2,65,21,47,Y,N,N,N,98,59,217,1980,1,0,NA,NA,NA,NA,9.7,13.3,0,20.4,1.7,0.071,1.2,5.44,760000,1220000,216,NA,NrlyLvl,1089000,777000,962000,938000
14774,hughesdale,3166,20160723,WkEnd,SDay,WrkngDy,sold,3,2,2,52,42,45,N,N,Y,N,70,43.5,360,1975,1,0,NA,NA,NA,NA,7.5,11.6,2.8,19.5,0.1,0.1,0.7,NA,880000,1170000,360,16.3,NrlyLvl,1075333,595000,330000,900000
14776,hughesdale,3166,20141108,WkEnd,SDay,WrkngDy,sold,5,1,4,60,30,44,Y,N,N,N,70,43.5,697,1930,2,2,145000,525,1990,2017,18,34.9,0,20,0.3,0.3,1.6,0.68,1240000,1660000,710,15.4,NrlyLvl,1280333,1550000,1590000,901000
14777,hughesdale,3166,20141011,WkEnd,SDay,WrkngDy,sold,3,2,1,72,16,39,N,N,N,N,70,43.5,613,1950,4,3,152000,1868,1993,2018,13.7,20,0,20.4,0.8,0.2,1.3,0.52,1300000,1740000,609,15.2,NrlyLvl,1433333,1440000,1350000,927000
14778,hughesdale,3166,20140913,WkEnd,SDay,WrkngDy,sold,3,2,1,63,39,51,Y,N,Y,Y,70,43.5,697,1925,2,1,NA,450,1980,2016,5.7,17.2,0,19.8,0.2,0.2,1.5,0.65,1180000,1580000,701,15.6,NrlyLvl,1286000,1810000,1410000,931000
14779,huntingdale,3166,20160220,WkEnd,SDay,WrkngDy,sold,2,1,2,67,32,48,N,Y,N,N,59.5,16.5,619,1950,6,4,507500,310,2008,2007,15.8,20.8,0,21.1,1.3,0.3,1.2,0.69,975000,1290000,622,18.8,NrlyLvl,660000,1240000,1260000,930000
14780,oakleigh,3166,20170511,WkDay,ThDay,WrkngDy,sold,3,2,2,65,21,47,N,N,N,N,98,59,577,1976,1,0,NA,NA,NA,NA,6.1,16.5,0,20,1,2,2.2,5.35,845000,1110000,578,16.2,NrlyLvl,1101000,1030000,1240000,930000
14781,oakleigh,3166,20150414,WkDay,TuDay,WrkngDy,sold,3,1,2,63,30,36,Y,N,Y,Y,98,59,543,1950,3,0,545000,NA,2009,NA,10.5,24.7,1.6,20.4,2.2,0.2,0.4,0.58,1030000,1360000,544,15.3,NrlyLvl,1211667,960000,1100000,905000
14794,hughesdale,3166,20170408,WkEnd,SDay,WrkngDy,sold,3,2,2,55,40,40,Y,N,Y,N,70,43.5,247,2000,2,4,605000,460,2012,2011,18.6,28.1,0,20.1,0.4,0.4,1.7,0.48,880000,1170000,306,NA,GntlyInclnd,1047667,956000,1210000,998000
14795,hughesdale,3166,20161029,WkEnd,SDay,WrkngDy,sold,3,2,2,51,33,46,Y,N,N,N,70,43.5,725,1980,3,0,78000,NA,1988,NA,9.3,25.6,0,19.4,0.4,0.6,0.4,0.58,1140000,1760000,722,15.5,NrlyLvl,1280333,1590000,1440000,965000
14798,hughesdale,3166,20150926,WkEnd,SDay,WrkngDy,sold,3,2,2,55,44,47,N,N,N,N,70,43.5,207,2000,2,1,575000,450,2007,2006,6.6,17.9,0,19.8,0.6,0.6,0.6,NA,975000,1290000,1226,24.6,GntlyInclnd,1153667,780000,839000,985000
14799,hughesdale,3166,20150321,WkEnd,SDay,WrkngDy,sold,3,1,2,66,31,42,N,N,N,N,70,43.5,715,1980,1,0,NA,NA,NA,NA,11.9,22.7,0,20,0.3,0.9,1.4,0.52,1120000,1510000,719,15.2,NrlyLvl,1307333,1240000,1420000,982000
14800,hughesdale,3166,20140222,WkEnd,SDay,WrkngDy,sold,4,2,2,55,21,41,Y,N,Y,Y,70,43.5,645,1997,2,0,90000,NA,1996,NA,14.1,19.3,0.6,20.8,1.2,1.2,0.9,0.36,1370000,1830000,644,15.8,NrlyLvl,1531667,1420000,1580000,990000
14802,huntingdale,3166,20161022,WkEnd,SDay,WrkngDy,sold,4,1,2,70,29,46,Y,N,Y,N,59.5,16.5,603,1960,2,0,953000,NA,2016,NA,6.9,13.2,16.4,21.5,0.7,0.7,1.6,0.97,975000,1290000,603,15.2,NrlyLvl,1196667,1100000,1200000,953000
14803,huntingdale,3166,20160709,WkEnd,SDay,WrkngDy,sold,3,1,1,57,39,48,N,N,Y,Y,59.5,16.5,527,1960,4,0,610000,NA,2011,NA,5.3,15.2,0.2,21,0.4,1,0.9,0.77,975000,1290000,529,15.9,NrlyLvl,1011667,960000,1100000,965000
14804,huntingdale,3166,20160618,WkEnd,SDay,WrkngDy,sold,3,1,2,57,39,48,N,N,N,N,59.5,16.5,703,1950,2,0,550000,NA,2010,NA,10,12.7,8.6,21,1.6,1,1,0.76,975000,1290000,709,21.4,NrlyLvl,1162296,1100000,1200000,951500
14805,huntingdale,3166,20150818,WkDay,TuDay,WrkngDy,sold,6,2,1,70,29,46,Y,N,Y,N,59.5,16.5,650,1955,1,0,NA,NA,NA,NA,6.1,11.1,0.6,21.3,1.2,1.4,1.6,0.96,1030000,1360000,650,19.9,NrlyLvl,1396667,1080000,1100000,960000
14806,huntingdale,3166,20150516,WkEnd,SDay,WrkngDy,sold,3,1,2,57,39,48,Y,N,Y,Y,59.5,16.5,703,1980,1,2,NA,495,NA,2016,11.3,16.2,0,20.7,1.7,1.2,0.8,0.8,1030000,1360000,700,21.2,NrlyLvl,1091667,960000,997000,984000
14809,oakleigh,3166,20170330,WkDay,ThDay,WrkngDy,sold,3,1,1,48,29,49,Y,N,N,N,98,59,558,1940,1,0,NA,NA,NA,NA,10.2,17.9,3.4,19.4,2.2,1.5,2.4,1.81,880000,1170000,572,15.8,NrlyLvl,1015667,960000,970000,960000
14812,oakleigh,3166,20151128,WkEnd,SDay,WrkngDy,sold,5,1,4,63,40,47,N,N,N,N,98,59,613,1915,1,0,NA,NA,NA,NA,12,20.1,0,20.4,0.063,0.2,0.4,1.36,1030000,1360000,616,17.9,NrlyLvl,1316667,920000,600000,980000
14813,oakleigh,3166,20151024,WkEnd,SDay,WrkngDy,sold,3,2,1,65,35,47,Y,N,Y,N,98,59,596,2016,1,0,NA,NA,NA,NA,9.2,19.5,0,20.6,1.1,0.3,1,1.13,878000,1610000,532,NA,NrlyLvl,1128000,1120000,878000,975000
14814,oakleigh,3166,20151024,WkEnd,SDay,WrkngDy,sold,3,1,1,82,14,33,N,N,N,N,98,59,682,1995,3,3,195000,280,2000,2009,9.2,19.5,0,20.4,0.063,0.063,1.3,3.41,975000,1290000,681,15,NrlyLvl,1192296,950000,970000,950000
14815,oakleigh,3166,20150919,WkEnd,SDay,WrkngDy,sold,3,1,2,59,32,39,Y,N,N,N,98,59,669,1978,4,0,370000,NA,2007,NA,6.5,21.3,0,18.3,2,0.3,1.4,0.45,1030000,1360000,464,NA,ModInclnd,1048333,1100000,1480000,999000
14816,oakleigh,3166,20150912,WkEnd,SDay,WrkngDy,sold,3,2,2,65,21,47,Y,Y,Y,Y,98,59,723,1920,5,0,788000,NA,2012,NA,12.2,21.7,0,20.5,1.3,0.03,0.9,5.3,800000,1360000,728,13.8,NrlyLvl,1091667,1030000,890000,950000
14817,oakleigh,3166,20150620,WkEnd,SDay,WrkngDy,sold,2,1,4,65,21,47,Y,N,N,N,98,59,577,1980,3,1,560000,315,2008,2007,4.1,11.6,0,20.2,0.4,0.078,1.4,5.45,1080000,1430000,573,16.2,NrlyLvl,1088733,840000,1600000,965000
14818,oakleigh,3166,20141108,WkEnd,SDay,WrkngDy,sold,2,1,2,65,58,61,N,N,N,N,98,59,519,1980,2,0,40000,NA,1983,NA,18,34.9,0,19.8,1.1,0.3,0.3,1.62,1120000,1510000,518,16.1,NrlyLvl,1115000,1320000,1300000,960000
14838,hughesdale,3166,20151028,WkDay,WDay,WrkngDy,sold,3,1,2,54,34,39,N,N,Y,N,70,43.5,613,1950,2,0,101000,NA,1994,NA,10.1,26.8,0,20.9,0.2,0.2,2.2,0.13,975000,1290000,615,15.4,NrlyLvl,1254000,1870000,1540000,980500
14840,hughesdale,3166,20141108,WkEnd,SDay,WrkngDy,sold,3,2,2,72,16,39,N,N,N,N,70,43.5,613,1970,2,0,83000,NA,1987,NA,18,34.9,0,20.4,0.8,0.1,1.9,0.52,1300000,1740000,611,15.2,NrlyLvl,1523333,1440000,1350000,998000
14841,hughesdale,3166,20140913,WkEnd,SDay,WrkngDy,sold,3,1,2,55,44,47,Y,N,Y,N,70,43.5,747,1980,1,0,NA,NA,NA,NA,5.7,17.2,0,19.9,0.2,0.2,1,NA,1180000,1580000,751,20,NrlyLvl,1326000,1590000,1160000,980000
14842,hughesdale,3166,20140617,WkDay,TuDay,WrkngDy,sold,4,2,1,72,16,39,N,N,Y,N,70,43.5,540,1996,5,1,601000,600,2005,2009,10.1,14.9,2,20.3,0.6,0.3,1.8,0.66,1300000,1740000,542,13.5,NrlyLvl,1505000,1870000,1420000,968000
14853,oakleigh,3166,20160319,WkEnd,SDay,WrkngDy,sold,3,1,3,79,15,41,Y,N,Y,N,98,59,542,1950,3,0,800000,NA,2014,NA,12,18.8,5.8,20,0.2,0.3,1.2,5.22,975000,1290000,553,15.9,NrlyLvl,1094333,1420000,1220000,950000
14855,oakleigh,3166,20140809,WkEnd,SDay,WrkngDy,sold,5,2,2,65,35,47,N,Y,Y,Y,98,59,619,2014,1,0,NA,NA,NA,NA,7.1,15.2,0,20.6,1.2,0.3,1,1.12,1120000,1510000,592,NA,NrlyLvl,1588333,1120000,1220000,990000
14856,oakleigh,3166,20140623,WkDay,MDay,WrkngDy,sold,4,2,2,65,21,47,Y,N,Y,Y,98,59,545,1943,3,0,410500,NA,2006,NA,9.3,15,0,20.4,1.6,0.1,1.2,5.42,1180000,1580000,538,15.3,NrlyLvl,1376167,1030000,1420000,955000
14857,oakleigh,3166,20140429,WkDay,TuDay,WrkngDy,sold,4,1,3,54,34,42,N,N,Y,N,98,59,613,1935,1,0,NA,NA,NA,NA,13.9,20.2,0,19.3,0.8,1.1,0.9,1.9,1180000,1580000,607,15.4,GntlyInclnd,1245000,1080000,1200000,970000
14858,oakleigh,3166,20140109,WkDay,ThDay,WrkngDy,sold,3,2,3,79,15,41,Y,N,Y,Y,98,59,542,1930,2,0,134000,NA,1996,NA,13.4,32.3,0,20.1,0.2,0.4,1.2,5.19,1240000,1660000,544,15.6,NrlyLvl,1259333,1420000,1220000,997000
14873,oakleigh,3166,20160411,WkDay,MDay,WrkngDy,sold,3,1,1,60,30,40,N,N,N,N,98,59,697,1950,1,0,NA,NA,NA,NA,14.5,20.1,0,19.8,3,0.2,2,0.76,975000,1290000,704,15.4,GntlyInclnd,1181296,970000,1020000,985000
14874,oakleigh,3166,20160409,WkEnd,SDay,WrkngDy,sold,4,3,2,74,23,44,N,N,N,N,98,59,548,1979,1,3,NA,450,NA,2016,10.4,22.3,0,20.5,1.2,0.3,0.9,1.1,878000,1610000,532,15.9,NrlyLvl,1013000,1030000,1120000,951000
14875,oakleigh,3166,20160405,WkDay,TuDay,WrkngDy,sold,3,1,2,63,40,47,N,N,N,N,98,59,497,1980,4,0,167000,NA,1995,NA,12.3,29,0,19.9,0.091,0.084,0.5,1.38,1030000,1360000,501,15.4,NrlyLvl,1095000,960000,1220000,980000
14876,oakleigh,3166,20150912,WkEnd,SDay,WrkngDy,sold,2,1,1,65,58,61,N,N,N,N,98,59,520,1950,2,0,576500,NA,2012,NA,12.2,21.7,0,20,0.1,0.2,0.4,1.48,975000,1290000,514,15.7,NrlyLvl,1050000,1050000,890000,960000
14891,hughesdale,3166,20150824,WkDay,MDay,WrkngDy,sold,4,2,2,60,30,44,N,N,N,N,70,43.5,697,1920,0,0,NA,NA,NA,NA,8.5,14.5,0,19.8,0.6,0.2,1.5,0.58,1080000,1430000,700,15.2,NrlyLvl,1562000,1080000,1100000,1058880
14892,hughesdale,3166,20150630,WkDay,TuDay,WrkngDy,sold,4,2,2,55,21,41,Y,Y,Y,Y,70,43.5,715,2015,1,0,NA,NA,NA,NA,5,14.2,0,20.8,1.2,0.3,2.1,0.08,1180000,1580000,711,16.8,NrlyLvl,1526000,1870000,1420000,1070000
14893,hughesdale,3166,20150509,WkEnd,SDay,WrkngDy,sold,4,2,3,54,34,39,Y,N,Y,N,70,43.5,558,1910,5,0,585000,NA,2009,NA,12.8,18.7,0,20.3,0.7,0.1,1.8,0.26,1180000,1580000,549,15.1,NrlyLvl,1473333,1080000,1210000,1001000
14895,huntingdale,3166,20170617,WkEnd,SDay,WrkngDy,sold,3,1,2,67,32,48,Y,N,Y,N,59.5,16.5,496,1980,2,0,330000,NA,2006,NA,4.2,15.5,0,21.2,0.3,0.3,1.2,0.69,975000,1290000,496,15,NrlyLvl,1050000,1240000,1260000,1093800
14896,huntingdale,3166,20161217,WkEnd,SDay,WrkngDy,sold,3,2,2,67,32,48,Y,N,Y,N,59.5,16.5,562,1955,1,0,NA,NA,NA,NA,15.1,20.9,0,21,0.2,0.2,1.1,0.7,1030000,1360000,562,17.1,NrlyLvl,1128000,960000,1100000,1097000
14897,huntingdale,3166,20160213,WkEnd,SDay,WrkngDy,sold,3,2,2,57,39,48,Y,N,Y,N,59.5,16.5,703,1960,3,0,601000,NA,2007,NA,17.7,30.3,0,21.1,0.4,1.1,0.8,0.79,1080000,1430000,710,21.5,NrlyLvl,1131000,960000,997000,1090000
14900,oakleigh,3166,20170811,WkDay,FDay,WrkngDy,sold,2,1,1,63,40,47,Y,N,N,N,98,59,500,1930,1,0,NA,NA,NA,NA,10.3,16.4,0,19.8,0.6,0.6,0.4,1,975000,1290000,550,NA,NrlyLvl,1121667,1050000,890000,1080000
14901,oakleigh,3166,20170408,WkEnd,SDay,WrkngDy,sold,3,1,2,66,22,42,Y,N,Y,N,98,59,543,1980,1,0,NA,NA,NA,NA,18.6,28.1,0,20.6,2,0.4,0.5,0.69,975000,1290000,519,14.7,NrlyLvl,1011667,1100000,1240000,1077000
14902,oakleigh,3166,20170304,WkEnd,SDay,WrkngDy,sold,2,1,2,63,40,47,Y,N,N,N,98,59,500,1930,1,0,NA,NA,NA,NA,16.1,27.4,0,19.8,0.6,0.6,0.4,1,975000,1290000,550,NA,NrlyLvl,1121667,1050000,890000,1010000
14903,oakleigh,3166,20170225,WkEnd,SDay,WrkngDy,sold,3,1,2,63,30,36,Y,N,Y,N,98,59,543,1940,4,0,330000,NA,2003,NA,13.7,19.4,0,20.3,2.2,2.2,1.4,0.49,960000,1320000,541,15.3,NrlyLvl,1055667,960000,1100000,1025000
14904,oakleigh,3166,20160917,WkEnd,SDay,WrkngDy,sold,3,1,2,63,40,47,Y,N,Y,N,98,59,644,1974,1,0,NA,NA,NA,NA,11.1,19.8,0,20.2,0.2,0.022,0.6,1.14,1080000,1430000,644,11,NrlyLvl,1084333,960000,1120000,1040500
14906,oakleigh,3166,20160428,WkDay,ThDay,WrkngDy,sold,5,2,0,64,30,48,Y,N,Y,N,98,59,594,1930,3,0,139950,NA,1994,NA,19.8,24.9,0,20.9,0.9,0.3,1.3,0.74,1120000,1510000,603,15.4,NrlyLvl,1163333,1080000,1100000,1100000
14907,oakleigh,3166,20160119,WkDay,TuDay,WrkngDy,sold,4,1,2,82,14,33,N,N,Y,N,98,59,574,1980,2,0,230000,NA,2000,NA,17.9,30.9,0,20.8,2.5,0.4,1.6,3.27,1120000,1510000,578,14.8,GntlyInclnd,1166667,1280000,865000,1090000
14908,oakleigh,3166,20151212,WkEnd,SDay,WrkngDy,sold,3,1,2,64,30,48,Y,N,Y,N,98,59,729,1960,1,0,NA,NA,NA,NA,10.1,18.3,2,20.8,1.3,0.6,1.2,0.62,1030000,1360000,717,NA,NrlyLvl,1149629,1120000,878000,1025000
14910,oakleigh,3166,20151202,WkDay,WDay,WrkngDy,sold,3,2,1,65,58,61,Y,N,N,N,98,59,398,1900,5,0,720500,NA,2008,NA,9.2,17.5,0,20,1.2,0.2,0.4,1.57,1080000,1430000,400,12.2,NrlyLvl,1159500,385000,1590000,1065000
14911,oakleigh,3166,20151024,WkEnd,SDay,WrkngDy,sold,3,1,2,50,57,52,Y,N,N,N,98,59,557,1980,1,0,NA,NA,NA,NA,9.2,19.5,0,18.8,1.7,0.1,1,2.21,1120000,1510000,544,15.1,NrlyLvl,1051000,1480000,1500000,1100000
14912,oakleigh,3166,20151020,WkDay,TuDay,WrkngDy,sold,4,4,2,82,14,33,Y,N,N,N,98,59,656,1970,2,0,100000,NA,1985,NA,12.9,31.8,0,20.7,2.4,0.3,1.5,3.23,1030000,1360000,656,NA,GntlyInclnd,1378333,1020000,1320000,1050000
14913,oakleigh,3166,20150928,WkDay,MDay,WrkngDy,sold,3,1,2,54,34,42,Y,N,Y,N,98,59,547,1980,3,0,227000,NA,1997,NA,8.3,21.4,0,19.2,1.7,0.2,0.9,2.07,1120000,1510000,563,16.9,GntlyInclnd,1101000,970000,1160000,1060000
14914,oakleigh,3166,20150902,WkDay,WDay,WrkngDy,sold,3,2,2,64,30,48,Y,N,Y,Y,98,59,541,1950,4,2,750000,460,2010,2009,8,18.8,0,21,1,0.4,1.6,0.69,1120000,1510000,535,NA,GntlyInclnd,1128000,1120000,878000,1051000
14915,oakleigh,3166,20150801,WkEnd,SDay,WrkngDy,sold,3,1,1,63,30,36,N,N,Y,N,98,59,543,1940,1,0,NA,NA,NA,NA,6.5,11.4,0.2,20.1,0.2,0.2,0.045,0.67,1120000,1510000,539,15.2,NrlyLvl,1166000,960000,1100000,1071000
14916,oakleigh,3166,20150613,WkEnd,SDay,WrkngDy,sold,4,2,2,65,21,47,Y,N,N,N,98,59,566,1950,3,0,700000,NA,2008,NA,6,18.2,0,20.2,1.2,0.3,1.2,5.31,1180000,1580000,568,15.8,NrlyLvl,1341667,1420000,1550000,1100000
