Id,StreetName,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
1,Burwood Highway,SIX,SIX,burwood,3125,20161011,WkDay,TuDay,WrkngDy,sold,AptFlat,1,1,0,44,65,62,N,N,N,N,108.5,116.5,986,0,1,4,0,230,0,2016,7.5,15.1,1.4,18.6,16.9,10,1.8,1.86,225000,300000,19.2,NrlyLvl,0,723000,670000,100000
2,Burwood Highway,NINE,EIGHT,burwood,3125,20150728,WkDay,TuDay,WrkngDy,sold,AptFlat,1,1,0,44,65,62,N,N,N,N,108.5,116.5,1912,1991,3,3,109000,200,2014,2016,7.9,14.4,0,18.6,16.8,9.9,1.8,1.88,0,0,0,NA,0,653000,723000,100000
4,Central Avenue,TWO,FIVE,burwood,3125,20161128,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,1,65,23,42,Y,N,Y,Y,108.5,116.5,110,0,0,0,0,0,0,0,12.2,19.6,0.2,15.8,0.4,0.6,0.5,1.16,0,0,0,NA,0,0,0,60000
5,Burwood Highway,SIX,SIX,burwood,3125,20161011,WkDay,TuDay,WrkngDy,sold,AptFlat,1,1,0,44,65,62,N,N,N,N,108.5,116.5,986,0,1,4,0,230,0,2016,7.5,15.1,1.4,18.6,16.9,10,1.8,1.86,225000,300000,19.2,NrlyLvl,0,723000,670000,100000
6,Delany Avenue,TWO,ONE,burwood,3125,20151012,WkDay,MDay,WrkngDy,sold,AptFlat,1,1,0,31,62,79,N,N,Y,N,108.5,116.5,712,2005,2,5,175500,250,2006,2016,11.3,16.1,0.6,17.8,0.9,0.1,1.7,1.63,0,0,15.6,GntlyInclnd,0,670000,758000,110000
7,Burwood Highway,THREE,NA,burwood,3125,20170506,WkEnd,SDay,WrkngDy,sold,AptFlat,1,1,0,44,65,62,N,N,N,N,108.5,116.5,1907,0,2,5,189500,185,2009,2017,9.6,20,0.2,18.6,2,1.4,1.8,1.89,120000,155000,0,GntlyInclnd,0,723000,670000,133999
8,Burwood Hwy,NINE,NA,burwood,3125,20170505,WkDay,FDay,WrkngDy,sold,AptFlat,1,1,0,44,65,62,N,N,Y,N,108.5,116.5,0,0,1,3,0,195,0,2016,6.2,20.5,0,18.6,16.8,9.9,1.8,1.89,120000,155000,0,NA,0,723000,670000,135000
9,Burwood Highway,THREE,NA,burwood,3125,20161123,WkDay,WDay,WrkngDy,sold,AptFlat,1,1,0,44,65,62,N,N,N,N,108.5,116.5,1912,1991,2,4,187250,195,2007,2014,11,16.8,5.4,18.6,16.8,9.9,1.8,1.89,125000,160000,0,GntlyInclnd,0,723000,670000,142000
10,Burwood Highway,NINE,EIGHT,burwood,3125,20150728,WkDay,TuDay,WrkngDy,sold,AptFlat,1,1,0,44,65,62,N,N,N,N,108.5,116.5,1912,1991,3,3,109000,200,2014,2016,7.9,14.4,0,18.6,16.8,9.9,1.8,1.88,0,0,0,NA,0,653000,723000,100000
11,Delany Avenue,ONE,ONE,burwood,3125,20150529,WkDay,FDay,WrkngDy,sold,AptFlat,1,1,1,31,62,79,N,N,N,N,108.5,116.5,712,2005,2,1,200500,250,2006,2013,9.5,15.8,0,17.8,0.9,0.1,1.7,1.63,120000,155000,15.6,GntlyInclnd,0,670000,739000,119000
12,Delany Avenue,ONE,ONE,burwood,3125,20150202,WkDay,MDay,WrkngDy,sold,AptFlat,1,1,1,31,62,79,N,N,Y,N,108.5,116.5,712,2005,2,0,214500,0,2006,0,13.5,21.1,3.8,17.8,0.9,0.1,1.7,1.63,125000,160000,15.6,GntlyInclnd,0,670000,739000,150000
13,Delany Ave,SEVEN,ONE,burwood,3125,20150123,WkDay,FDay,WrkngDy,sold,AptFlat,1,1,1,31,62,79,N,N,N,N,108.5,116.5,712,2005,3,3,210000,220,2009,2014,20.2,25,0,17.8,0.9,0.1,1.7,1.63,120000,155000,0,NA,0,0,0,125000
24,Burwood Highway,ONE,NA,burwood,3125,20160205,WkDay,FDay,WrkngDy,sold,Hse,2,1,0,48,41,66,Y,N,N,N,108.5,116.5,1340,2007,3,0,335000,0,2009,0,15.3,29.4,0,17.7,17.7,1.4,2.7,1.5,338000,758000,0,NA,0,670000,758000,180000
25,Delany Avenue,ONE,ONE,burwood,3125,20150202,WkDay,MDay,WrkngDy,sold,AptFlat,1,1,1,31,62,79,N,N,Y,N,108.5,116.5,712,2005,2,0,214500,0,2006,0,13.5,21.1,3.8,17.8,0.9,0.1,1.7,1.63,125000,160000,15.6,GntlyInclnd,0,670000,739000,150000
29,Burwood  Highway,SEVEN,SIX,burwood,3125,20151111,WkDay,WDay,WrkngDy,sold,AptFlat,2,2,0,41,64,76,N,N,N,N,108.5,116.5,0,0,3,5,250000,410,2015,2016,11.5,20.1,2,17.1,18.3,11.4,3.3,1.51,410000,925000,0,NA,0,420000,653000,250000
31,Burwood Highway,SEVEN,FOUR,burwood,3125,20170104,WkDay,WDay,WrkngDy,sold,AptFlat,2,2,0,41,64,76,N,N,N,N,108.5,116.5,0,0,3,5,250000,410,2015,2016,13.3,29.3,0,17.1,18.3,2,3.3,1.52,410000,925000,0,NA,0,420000,653000,245000
32,Burwood Highway,SIX,NA,burwood,3125,20161020,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,0,48,41,66,N,N,N,N,108.5,116.5,0,0,0,0,0,0,0,0,6.8,21.8,0,17.7,17.7,10.8,2.7,1.5,0,0,0,NA,0,0,0,240000
34,Burwood  Highway,SEVEN,SIX,burwood,3125,20151111,WkDay,WDay,WrkngDy,sold,AptFlat,2,2,0,41,64,76,N,N,N,N,108.5,116.5,0,0,3,5,250000,410,2015,2016,11.5,20.1,2,17.1,18.3,11.4,3.3,1.51,410000,925000,0,NA,0,420000,653000,250000
43,Yarra Bing Crescent,NINE,SIX,burwood,3125,20170928,WkDay,ThDay,WrkngDy,sold,AptFlat,1,1,1,66,48,68,N,N,N,N,108.5,116.5,2558,2011,2,3,375000,360,2011,2016,10.4,18.5,0,19.5,1.6,0.1,1.7,2.47,0,0,0,GntlyInclnd,0,670000,739000,345800
44,Yarra Bing Crescent,FOUR,TWO,burwood,3125,20170920,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,66,48,68,N,N,Y,Y,108.5,116.5,1972,2010,2,2,390000,410,2010,2017,6,19.2,0,19.3,1.4,0.3,1.5,2.57,0,0,0,NA,0,670000,758000,338000
45,Yarra Bing Crescent,FIVE,TWO,burwood,3125,20150109,WkDay,FDay,WrkngDy,sold,AptFlat,1,1,1,66,48,68,N,N,Y,Y,108.5,116.5,1972,2010,2,1,390000,350,2011,2011,16.5,18,1.2,19.3,1.4,0.3,1.5,2.54,305000,395000,0,NA,0,670000,758000,310000
46,Yarra Bing Crescent,NA,FOUR,burwood,3125,20140912,WkDay,FDay,WrkngDy,sold,AptFlat,1,1,1,66,48,68,N,N,Y,N,108.5,116.5,2600,2009,2,1,385000,350,2011,2013,5.8,15.5,0,19.4,1.5,0.3,1.6,2.56,385000,505000,0,GntlyInclnd,0,670000,739000,328000
53,Yarra Bing Crescent,EIGHT,SIX,burwood,3125,20171024,WkDay,TuDay,WrkngDy,sold,AptFlat,1,1,1,66,48,68,N,N,N,N,108.5,116.5,2558,2011,2,2,375000,370,2011,2017,12.1,20.5,0.2,19.5,1.6,0.1,1.7,2.47,0,0,0,GntlyInclnd,0,670000,739000,350000
54,Burwood Highway,THREE,NINE,burwood,3125,20170708,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,65,23,42,N,N,Y,Y,108.5,116.5,0,0,0,0,0,0,0,0,5.3,13.5,0,15.5,19.9,13,4.9,1.04,0,0,0,NA,0,0,0,390000
62,Yarra Bing Crescent,EIGHT,SIX,burwood,3125,20171024,WkDay,TuDay,WrkngDy,sold,AptFlat,1,1,1,66,48,68,N,N,N,N,108.5,116.5,2558,2011,2,2,375000,370,2011,2017,12.1,20.5,0.2,19.5,1.6,0.1,1.7,2.47,0,0,0,GntlyInclnd,0,670000,739000,350000
63,Gillard Street,TWO,SIX,burwood,3125,20160206,WkEnd,SDay,WrkngDy,sold,VacLnd,0,0,0,47,48,71,N,N,N,N,108.5,116.5,0,1950,2,0,230000,0,2009,0,16.5,32.6,0,17.6,1,0.5,2.2,1.09,0,0,0,NA,0,1510000,1880000,408500
64,Yarra Bing Crescent,TWO,SIX,burwood,3125,20171102,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,66,48,68,N,N,Y,Y,108.5,116.5,2558,2011,1,1,0,440,0,2015,11.3,17.4,1.4,19.5,1.6,0.1,1.7,2.47,0,0,0,GntlyInclnd,0,840000,541500,445000
65,Yarra Bing Crescent,ONE,SIX,burwood,3125,20161108,WkDay,TuDay,WrkngDy,sold,AptFlat,2,1,2,66,48,68,N,N,N,N,108.5,116.5,2558,2011,1,0,0,0,0,0,11,18.2,0.2,19.5,1.6,0.1,1.7,2.55,470000,615000,0,GntlyInclnd,0,670000,739000,450000
88,McComas Grove,ONE,FOUR,burwood,3125,20151127,WkDay,FDay,WrkngDy,sold,AptFlat,3,1,2,41,64,76,N,N,N,N,108.5,116.5,0,1975,5,3,394000,395,2009,2015,9,18.2,0.4,17.1,1,0.4,2.3,1.43,0,0,0,NA,603333,900890,420000,498000
89,Yarra Bing Crescent,NA,TWO,burwood,3125,20150516,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,66,48,68,N,N,N,N,108.5,116.5,1972,2010,1,1,0,399,0,2012,11.3,16.2,0,19.3,1.4,0.3,1.5,2.54,450000,585000,0,NA,0,670000,758000,475000
90,Somers Street,FOUR,TWO,burwood,3125,20150314,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,87,1965,2,2,102500,310,1993,2011,9.4,30.1,0,15.9,0.2,0.09,0.7,2.1,495000,645000,0,NA,0,541500,1050000,475000
92,Yarra Bing Crescent,FIVE,FOUR,burwood,3125,20171020,WkDay,FDay,WrkngDy,sold,AptFlat,2,2,1,66,48,68,N,N,Y,Y,108.5,116.5,2600,2009,1,0,0,0,0,0,11.3,16.2,2.6,19.4,1.5,0.3,1.6,2.52,0,0,0,GntlyInclnd,0,670000,739000,460000
93,Yarra Bing Crescent,ONE,SIX,burwood,3125,20161108,WkDay,TuDay,WrkngDy,sold,AptFlat,2,1,2,66,48,68,N,N,N,N,108.5,116.5,2558,2011,1,0,0,0,0,0,11,18.2,0.2,19.5,1.6,0.1,1.7,2.55,470000,615000,0,GntlyInclnd,0,670000,739000,450000
94,Burwood Highway,SIX,FIVE,burwood,3125,20141108,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,66,48,68,N,N,Y,Y,108.5,116.5,1085,2011,1,2,0,500,0,2017,18,34.9,0,18.9,18.1,11.2,3.1,2.26,495000,645000,21.9,NrlyLvl,0,670000,739000,495000
95,Bronte Avenue,FOUR,NINE,burwood,3125,20140628,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,57,33,61,Y,N,Y,N,108.5,116.5,176,1965,2,4,360000,360,2007,2015,9.7,13.3,0,18.1,0.2,0.2,2,2.84,520000,680000,0,NA,618667,670000,739000,500000
120,Yarra Bing  Crescent,FIVE,SIX,burwood,3125,20170826,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,66,48,68,Y,N,Y,Y,108.5,116.5,0,0,2,0,540000,0,2012,0,9.9,15.3,0,19.5,1.6,0.1,1.7,2.47,0,0,0,NA,0,1080000,1200000,485000
121,Highbury Road,TWO,FIVE,burwood,3125,20141010,WkDay,FDay,WrkngDy,sold,AptFlat,2,1,1,56,35,52,N,N,Y,Y,108.5,116.5,1174,2009,2,0,410000,0,2009,0,13.8,24.5,0,25.4,3.4,5.3,3.6,1.56,450000,585000,0,NA,458000,723000,670000,460000
128,Burwood Highway,FIVE,FIVE,burwood,3125,20160108,WkDay,FDay,WrkngDy,sold,AptFlat,2,1,1,66,48,68,N,N,Y,Y,108.5,116.5,1081,2011,1,0,0,0,0,0,16.2,20.6,0,18.9,18.1,11.2,3.1,2.26,410000,758000,21.9,NrlyLvl,0,670000,739000,518000
129,Roslyn Street,SEVEN,FIVE,burwood,3125,20151205,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,54,35,47,Y,N,Y,N,108.5,116.5,0,0,3,0,295000,0,2004,0,15.5,25.3,0,16.7,0.3,0.3,0.9,2.11,510000,910000,0,NA,624333,541500,1050000,535000
130,Highbury Road,FOUR,FIVE,burwood,3125,20151017,WkEnd,SDay,WrkngDy,sold,AptFlat,2,2,1,56,35,52,Y,N,Y,Y,108.5,116.5,1169,2009,3,0,475000,0,2013,0,11.5,20.5,0,25.4,3.4,5.3,3.6,1.56,450000,585000,0,NA,546000,739000,439000,535000
131,Elgar Road,ONE,NINE,burwood,3125,20150411,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,43,34,52,Y,N,N,N,108.5,116.5,0,1965,5,1,387000,210,2008,2004,11.6,23.7,0,17,0.8,0.8,7.3,1.97,0,0,0,NA,716667,1300000,1650000,543500
133,Highbury Road,ONE,FIVE,burwood,3125,20161118,WkDay,FDay,WrkngDy,sold,AptFlat,2,2,1,56,35,52,Y,N,Y,N,108.5,116.5,1174,2009,0,0,0,0,0,0,15.3,18.9,0,25.4,3.4,5.3,3.6,1.56,0,0,0,NA,474667,0,0,505000
134,Station Street,ONE,NA,burwood,3125,20160827,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,53,43,59,Y,N,N,N,108.5,116.5,0,1975,2,0,54500,0,1983,0,9.3,16.3,0,17.9,0.7,1,3.8,0.93,470000,615000,0,NA,0,670000,758000,525500
135,Highbury Road,SEVEN,FIVE,burwood,3125,20160630,WkDay,ThDay,WrkngDy,sold,AptFlat,2,2,1,56,35,52,Y,N,Y,N,108.5,116.5,1188,2009,1,1,0,395,0,2012,10.3,11.7,0,25.4,3.4,5.3,3.6,1.56,450000,585000,0,NA,546000,739000,439000,530000
136,McCubbin Street,FOUR,THREE,burwood,3125,20160112,WkDay,TuDay,WrkngDy,sold,AptFlat,2,1,1,64,30,50,N,N,N,N,108.5,116.5,99,1970,4,1,420000,375,2010,2011,17.1,24.8,0.8,18.7,1.1,0.4,0.5,1.56,495000,645000,0,NA,0,670000,739000,538000
137,Somers Street,TWO,THREE,burwood,3125,20150520,WkDay,WDay,WrkngDy,sold,Hse,2,1,1,64,15,53,Y,N,N,N,108.5,116.5,905,1960,2,1,218000,350,2003,2011,13.6,18.1,2.4,16.5,0.7,0.6,1,2.54,1300000,1740000,0,NA,0,653000,670000,535000
138,Highbury Road,SIX,FIVE,burwood,3125,20150514,WkDay,ThDay,WrkngDy,sold,AptFlat,3,2,1,56,35,52,N,N,N,N,108.5,116.5,1174,2009,2,1,440000,465,2009,2012,7.3,14.6,4.4,25.4,3.4,5.3,3.6,1.56,575000,750000,0,NA,540000,900890,653000,525088
139,La Frank Street,ONE,EIGHT,burwood,3125,20150307,WkEnd,SDay,WrkngDy,sold,AptTwHse,2,1,1,31,62,79,Y,N,Y,N,108.5,116.5,0,1970,1,0,0,0,0,0,15.4,22.6,0.2,18.5,0.4,0.7,0.6,1.56,0,0,0,NA,0,1080000,1200000,502500
140,Middleborough Road,SIX,ONE,burwood,3125,20150217,WkDay,TuDay,WrkngDy,sold,AptFlat,2,1,0,44,65,62,N,N,Y,Y,108.5,116.5,0,0,3,2,188150,330,2002,2010,17.6,20.6,0,18.8,0.9,1.8,1.4,1.88,470000,615000,0,NA,645333,739000,439000,530000
141,213/8 Yarra Bing Crescent,NA,NA,burwood,3125,20150205,WkDay,ThDay,WrkngDy,sold,Hse,2,1,1,66,48,68,N,N,N,N,108.5,116.5,2593,0,0,0,0,0,0,0,13.3,24.2,0,19.1,1.6,0.6,1.8,2.54,0,0,0,GntlyInclnd,0,0,0,510000
142,Aylwin Avenue,TWO,NA,burwood,3125,20141112,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,1045,1976,2,2,90000,420,1988,2018,7.9,22.8,0,16.4,0.9,0.6,0.9,2.16,415000,985000,18.9,NrlyLvl,712667,653000,670000,550000
143,Burwood Hwy,THREE,FIVE,burwood,3125,20141108,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,66,48,68,Y,N,Y,N,108.5,116.5,1085,2011,1,1,0,500,0,2011,18,34.9,0,18.9,18.1,11.2,3.1,2.26,520000,680000,0,NA,0,670000,739000,535000
144,Bronte Avenue,FOUR,NINE,burwood,3125,20140628,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,57,33,61,Y,N,Y,N,108.5,116.5,176,1965,2,4,360000,360,2007,2015,9.7,13.3,0,18.1,0.2,0.2,2,2.84,520000,680000,0,NA,618667,670000,739000,500000
180,Yarra Bing Crescent,SIX,SIX,burwood,3125,20161215,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,66,48,68,N,N,Y,Y,108.5,116.5,2558,2011,1,0,0,0,0,0,11.7,18.6,0,19.5,1.6,0.1,1.7,2.47,470000,615000,0,GntlyInclnd,0,670000,739000,520000
187,Sixth Avenue,THREE,SEVEN,burwood,3125,20160924,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,72,14,37,N,N,N,N,108.5,116.5,0,1970,7,1,420000,220,2015,2005,10,20.1,0,17.7,1.1,0.7,1.3,1.5,0,0,0,NA,0,840000,780000,580000
188,Fulton Crescent,TWO,FOUR,burwood,3125,20160819,WkDay,FDay,WrkngDy,sold,AptFlat,2,1,1,69,26,42,N,N,Y,Y,108.5,116.5,0,1960,3,1,319000,321,2007,2011,15.3,16.4,0.2,19.4,1.8,0.5,0.4,2.21,520000,680000,0,NA,693667,670000,739000,560600
189,Gracehill Avenue,NA,FOUR,burwood,3125,20160618,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,64,30,50,Y,N,N,N,108.5,116.5,1183,1999,4,0,138000,0,1998,0,10,12.7,8.6,20.2,1.6,0.7,1.3,1.18,0,0,0,NA,638167,1080000,1200000,600000
190,Somers Street,EIGHT,SIX,burwood,3125,20151212,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,54,35,47,N,N,Y,Y,108.5,116.5,132,1960,4,6,415000,320,2009,2011,10.1,18.3,2,16,0.2,0.1,0.6,2.12,495000,645000,0,NA,0,653000,670000,600000
191,Wridgway Avenue,TWO,SEVEN,burwood,3125,20150924,WkDay,ThDay,WrkngDy,sold,Hse,2,1,2,48,41,66,N,N,Y,Y,108.5,116.5,176,2000,2,0,515000,0,2011,0,5.1,14.3,0,18.1,2.1,0.4,1.4,1.23,1030000,1360000,0,GntlyInclnd,0,898000,721000,600000
192,Sixth Avenue,TWO,SEVEN,burwood,3125,20150523,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,72,14,37,Y,N,N,N,108.5,116.5,0,1970,4,2,459000,390,2012,2017,10.4,13.3,0,17.7,1.1,0.7,1.3,1.7,460000,985000,0,NA,820667,670000,758000,555000
196,Middleborough Road,THREE,ONE,burwood,3125,20170506,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,44,65,62,N,N,Y,Y,108.5,116.5,0,0,1,1,0,400,0,2017,9.6,20,0.2,18.8,0.9,1.8,1.4,1.91,495000,645000,0,NA,458000,739000,439000,580000
197,Gillard Street,ONE,SIX,burwood,3125,20160917,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,47,48,71,Y,N,N,N,108.5,116.5,385,1950,1,0,0,0,0,0,11.1,19.8,0,17.6,1,0.5,2.2,1.09,545000,715000,0,NA,0,1200000,950000,570000
198,Somers Street,TWO,SIX,burwood,3125,20160903,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,54,35,47,Y,N,N,N,108.5,116.5,0,0,3,0,93000,0,1996,0,10,15.7,0.2,16,0.2,0.1,0.6,2.14,545000,715000,0,NA,0,653000,670000,600000
199,Warrigal Road,TWO,THREE,burwood,3125,20160820,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,64,21,45,Y,N,Y,N,108.5,116.5,0,1970,3,0,132000,0,1991,0,6.9,13.6,9.4,17.3,0.6,0.7,0.6,1.21,545000,715000,0,NA,0,350000,390000,585000
200,Central Avenue,SIX,FIVE,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,0,65,23,42,N,N,N,N,108.5,116.5,0,0,2,0,265000,0,2003,0,9.8,13.4,6.2,15.8,0.3,0.6,0.5,1.15,575000,750000,0,NA,0,541500,720000,600000
201,Aylwin Avenue,TWO,NA,burwood,3125,20141112,WkDay,WDay,WrkngDy,sold,AptFlat,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,1045,1976,2,2,90000,420,1988,2018,7.9,22.8,0,16.4,0.9,0.6,0.9,2.16,415000,985000,18.9,NrlyLvl,712667,653000,670000,550000
202,Station Street,NA,SEVEN,burwood,3125,20140830,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,53,30,64,N,N,N,N,108.5,116.5,363,1950,1,1,0,450,0,2016,10.4,21.1,0,18.4,1.4,1.4,4.4,2.24,690000,910000,17.4,GntlyInclnd,1055000,1130000,1410000,596000
203,Roslyn Street,FIVE,FIVE,burwood,3125,20140811,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,2,54,35,47,N,N,Y,Y,108.5,116.5,0,0,5,3,595000,320,2014,2011,5.9,12.2,6,16.7,0.3,0.3,0.9,2.11,600000,790000,0,NA,717333,420000,653000,595000
204,Wridgway Avenue,THREE,SIX,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,48,41,66,N,N,Y,Y,108.5,116.5,0,2005,4,1,600000,395,2014,2010,15.1,22.3,0.4,18,1.9,0.5,1.6,1.33,0,0,0,NA,701833,670000,460000,600000
205,Warrigal Road,EIGHT,SEVEN,burwood,3125,20140405,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,64,21,45,N,N,Y,N,108.5,116.5,0,0,2,0,130000,0,1993,0,14.8,24.2,0,17.2,0.7,0.8,0.7,1.26,520000,680000,0,NA,820667,604000,445000,560000
206,Wridgway Avenue,THREE,TWO,burwood,3125,20140322,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,48,41,66,Y,N,Y,N,108.5,116.5,0,2005,1,1,0,375,0,2011,13.4,18.1,1.8,17.9,1.9,0.5,1.6,1.37,600000,790000,0,NA,624333,670000,758000,590000
207,Keogh Street,SEVEN,SIX,burwood,3125,20140307,WkDay,FDay,WrkngDy,sold,AptFlat,2,1,1,55,39,43,N,N,Y,Y,108.5,116.5,0,2004,3,1,420000,440,2007,2010,14.1,22,0,17.1,1.2,0.6,1.9,0.95,415000,870000,0,NA,790667,670000,739000,590000
251,Conservatory Drive,ONE,ONE,burwood,3125,20150912,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,64,21,45,N,N,Y,Y,108.5,116.5,2029,1999,3,2,515000,525,2013,2017,12.2,21.7,0,17.4,0.8,0.5,0.8,1.32,575000,750000,0,NA,0,1250000,882000,582000
252,Talbett Street,NA,FIVE,burwood,3125,20140208,WkEnd,SDay,WrkngDy,sold,Hse,3,1,0,43,44,68,N,N,Y,Y,108.5,116.5,872,1960,3,0,401000,0,2007,0,17.9,40.7,0,17.8,0.6,0.1,1.9,1.24,1120000,1510000,0,NA,928667,1540000,1650000,555000
255,Somers Street,THREE,TWO,burwood,3125,20170420,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,81,1965,2,0,165000,0,2000,0,14.6,26.5,0,15.9,0.2,0.09,0.7,2.12,520000,680000,0,NA,0,653000,670000,605000
256,Gracehill Avenue,NA,FOUR,burwood,3125,20160618,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,64,30,50,Y,N,N,N,108.5,116.5,1183,1999,4,0,138000,0,1998,0,10,12.7,8.6,20.2,1.6,0.7,1.3,1.18,0,0,0,NA,638167,1080000,1200000,600000
257,Iris Street,NA,TWO,burwood,3125,20160514,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,65,23,42,Y,N,Y,Y,108.5,116.5,277,1965,3,0,280000,0,2002,0,14.5,21.7,0,16.1,0.076,0.076,0.6,1.16,0,0,0,NA,0,1240000,1130000,633000
258,Somers Street,EIGHT,SIX,burwood,3125,20151212,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,54,35,47,N,N,Y,Y,108.5,116.5,132,1960,4,6,415000,320,2009,2011,10.1,18.3,2,16,0.2,0.1,0.6,2.12,495000,645000,0,NA,0,653000,670000,600000
259,2/277 Warrigal Road,NA,NA,burwood,3125,20151205,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,65,23,42,Y,N,Y,N,108.5,116.5,740,0,2,0,628000,0,2015,0,15.5,25.3,0,15.8,0.6,0.2,0.3,1.07,575000,750000,17.3,GntlyInclnd,0,541500,1050000,628000
260,Wridgway Avenue,TWO,SEVEN,burwood,3125,20150924,WkDay,ThDay,WrkngDy,sold,Hse,2,1,2,48,41,66,N,N,Y,Y,108.5,116.5,176,2000,2,0,515000,0,2011,0,5.1,14.3,0,18.1,2.1,0.4,1.4,1.23,1030000,1360000,0,GntlyInclnd,0,898000,721000,600000
261,Farleigh Avenue,TWO,NINE,burwood,3125,20150228,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,57,33,61,Y,N,Y,N,108.5,116.5,338,1958,3,2,497500,385,2009,2013,17.9,32.3,0,18.4,0.2,0.2,2.3,2.94,575000,750000,0,NrlyLvl,0,840000,839000,610000
263,Ian Grove,ONE,ONE,burwood,3125,20171014,WkEnd,SDay,WrkngDy,sold,BlkUnt,2,1,1,53,43,59,Y,N,Y,Y,108.5,116.5,0,1979,2,0,70000,0,1985,0,8.2,16.1,0,19.9,2.7,0.3,1.7,1.03,0,0,0,NA,637667,670000,758000,650000
264,Tea Tree Lane,NA,SIX,burwood,3125,20171010,WkDay,TuDay,WrkngDy,sold,TwnHse,2,1,1,51,49,49,N,N,Y,N,108.5,116.5,52,2013,2,1,351698,400,2011,2015,8,18.8,0.2,17,1,0.072,0.9,0.75,0,0,0,NA,0,720000,830000,618000
265,Peacock Street,TWO,FIVE,burwood,3125,20170408,WkEnd,SDay,WrkngDy,sold,AptFlat,3,1,1,53,43,59,N,N,N,N,108.5,116.5,0,1970,2,0,310000,0,2006,0,18.6,28.1,0,17.7,0.9,0.2,2.2,1.07,545000,715000,0,NA,624333,604000,730000,601000
266,Bronte Avenue,ONE,NINE,burwood,3125,20161105,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,57,33,61,N,N,Y,Y,108.5,116.5,0,1965,0,0,0,0,0,0,10,16.8,0,18.1,0.2,0.2,2,2.83,545000,715000,0,NA,693667,0,0,601000
267,Aylwin Avenue,ONE,TWO,burwood,3125,20161013,WkDay,ThDay,WrkngDy,sold,AptVilla,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,800,1960,4,2,450000,220,2011,2006,6.8,14.6,4.2,16.3,0.7,0.5,0.7,2.26,575000,750000,0,NA,0,541500,1050000,629000
